VIN Prefix,VIN Model Year,Vehicle Name,Make,Model-full,Vehicle Manufacturer,Technology,Model Year,Date Added,Date Updated,VIN_Key,Vehicle Category,Vehicle Use Case,Vehicle Class,,Last Refresh Date
4B9KTDA6,L,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2020,9/21/2022,9/21/2022,4B9KTDA6L,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH9,L,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2020,9/21/2022,9/21/2022,4B9KTDH9L,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA5,L,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2020,9/21/2022,9/21/2022,4B9KTFA5L,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH6,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFH6M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH5,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFH5M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA9,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFA9M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA7,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFA7M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA8,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFA8M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA5,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDA5M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA6,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDA6M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH7,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFH7M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH8,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFH8M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH5,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDH5M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA8,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDA8M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH9,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDH9M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH7,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDH7M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA9,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDA9M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA6,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFA6M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH6,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDH6M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA7,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDA7M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH9,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFH9M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA5,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTFA5M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH8,M,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2021,10/27/2022,10/27/2022,4B9KTDH8M,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH8,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFH8N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA8,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDA8N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA9,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDA9N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA8,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFA8N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA5,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDA5N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA7,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDA7N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA6,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDA6N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA7,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFA7N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA6,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFA6N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH7,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDH7N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH9,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDH9N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH8,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDH8N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA5,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFA5N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH7,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFH7N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH5,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFH5N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH9,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFH9N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH6,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDH6N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH5,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTDH5N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH6,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFH6N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA9,N,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2022,10/27/2022,10/27/2022,4B9KTFA9N,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA5,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTFA5P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA7,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDA7P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA6,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTFA6P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFA7,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTFA7P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA6,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDA6P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA9,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDA9P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA8,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDA8P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDA5,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDA5P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH8,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTFH8P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH6,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDH6P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTDH7,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTDH7P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
4B9KTFH9,P,BYD C10MS 45' Coach Bus,BYD,C10MS 45' Coach Bus,BYD,BEV,2023,3/15/2023,3/15/2023,4B9KTFH9P,Heavy-Duty (Class 7-8),Coach Bus,"Class 8: >33,001 lbs",,
