VIN Prefix,VIN Model Year,Vehicle Name,Make,Model-full,Vehicle Manufacturer,Technology,Model Year,Date Added,Date Updated,VIN_Key,Vehicle Category,Vehicle Use Case,Vehicle Class,,Last Refresh Date
4S9CG7A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CG7A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AE6A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AE6A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL7H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL7H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BE5A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BE5A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE6A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CE6A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE5A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CE5A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CE5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL6A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL6A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL6H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL6H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BE5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BE5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL7A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL7A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BS6H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BS6H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL5A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL5A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL5H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL5H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL6H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL6H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL5H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL5H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL6H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL6H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN6H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN7A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BN7A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG7H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AG7H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL7H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL7H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AG6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK6A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BK6A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK5A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BK5A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BE5A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BE5A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG5H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AG5H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN5A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN5A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL5H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL5H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL7A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BL7A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN5A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN5A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN5H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN5H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN6H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN7H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN7H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL5A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL5A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE5H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CE5H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL7A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL7A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE5A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CE5A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN6A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL7H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CL7H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AN7A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AN7A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CK6H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CK6H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AN6H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AN6H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN6A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AN5H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AN5H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN7A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN7A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AN5A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AN5A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AN6A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AN6A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK7H2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK7H2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CG5A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CG5A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK6H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK6H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK7H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK7H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK7A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK7A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN7H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN7H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG6H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AG6H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CK7H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CK7H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BS7H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BS7H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CG5H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CG5H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CS6H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CS6H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CS6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CS6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK6A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK6A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CK7A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CK7A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK5A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK5A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK7A2,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AK7A2D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CS7H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CS7H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK5H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BK5H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BK6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BS6A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BS6A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG7A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AG7A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BK5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CG6A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CG6A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG7H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9AG7H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK5A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BK5A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BS5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BS5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6H3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN6H3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BS7A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BS7A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BG5H4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BG5H4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BG5A4,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9BG5A4D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN7A3,D,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2013,9/21/2022,9/21/2022,4S9CN7A3D,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK5H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BK5H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG7H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AG7H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE6A3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CE6A3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK6H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BK6H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK7A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BK7A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AE6H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AE6H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG7A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AG7A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG5H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AG5H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN6A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN6A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG6H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AG6H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG6A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AG6A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK5A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AK5A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN7A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN7A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK6A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AK6A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AK5H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AK5H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN5A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN5A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK5A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BK5A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK6A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BK6A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AG5A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AG5A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BK7H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BK7H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE6H3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CE6H3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN5H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN5H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN6H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN6H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AS7H4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AS7H4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9AS7A4,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9AS7A4E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL6A3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BL6A3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6A3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CN6A3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CN6H3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CN6H3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BL6H3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BL6H3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL7A3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CL7A3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL6H3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CL6H3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CE7A2,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CE7A2E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL5H3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CL5H3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9CL6A3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9CL6A3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN5H3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN5H3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
4S9BN7A3,E,Smith Newton,Smith,Newton,Smith Electric Vehicles,BEV,2014,9/21/2022,9/21/2022,4S9BN7A3E,Medium-Duty (Class 3-6),Delivery Truck,"Class 5: 16,001 - 19,500 lbs",,
